ID,Type,M6_Raw,SemanticType,Status,Category,AuditNote,RuleID
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-d_p22025#SUBJECT#2,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-e_p22461#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-e_p22461#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-g_p22984#ACTION#1,LocalMention,Thế chấp quyền sử dụng đất,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp quyền sử dụng đất' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-h_p23181#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-h_p23181#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-h_p23181#SUBJECT#5,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-3_dieu-37_khoan-2_p23381#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-3_dieu-37_khoan-2_diem-b_p23547#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-3_dieu-37_khoan-2_diem-c_p24048#SUBJECT#3,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-3_dieu-37_khoan-2_diem-d_p24415#ACTION#1,LocalMention,Thế chấp,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-3_dieu-37_khoan-2_diem-e_p24600#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-3_dieu-37_khoan-4_p25242#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-3_dieu-38_khoan-1_p25756#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-3_dieu-38_khoan-2_diem-a_p26278#SUBJECT#1,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-3_dieu-38_khoan-2_diem-b_p26470#SUBJECT#1,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-3_dieu-39_khoan-2_p26765#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-3_dieu-39_khoan-2_p26765#ACTION#3,LocalMention,"quyền chuyển đổi, chuyển nhượng, tặng cho, cho thuê quyền sử dụng đất, thế chấp, góp vốn bằng quyền sử dụng đất",LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'quyền chuyển đổi, chuyển nhượng, tặng cho, cho thuê quyền sử dụng đất, thế chấp, góp vốn bằng quyền sử dụng đất' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-4_dieu-40_khoan-1_diem-b_p27606#SUBJECT#2,LocalMention,cơ quan nhà nước Việt Nam có thẩm quyền,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'cơ quan nhà nước Việt Nam có thẩm quyền' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-41_khoan-1_p28366#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-41_khoan-1_p28366#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-41_khoan-2_p28544#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-41_khoan-2_p28544#SUBJECT#2,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-41_khoan-2_p28544#SUBJECT#3,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-b_p28784#SUBJECT#1,LocalMention,"Người gốc Việt Nam định cư ở nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài",LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-b_p28784#ACTION#1,LocalMention,Thế chấp,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-c_p28899#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-c_p28899#SUBJECT#2,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-c_p28899#SUBJECT#3,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-d_p29112#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-d_p29112#SUBJECT#2,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-d_p29572#SUBJECT#1,LocalMention,"Người gốc Việt Nam định cư ở nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài",LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-e_p29670#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-e_p29670#SUBJECT#2,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-e_p29670#SUBJECT#3,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-41_khoan-3_p30039#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-41_khoan-3_p30039#SUBJECT#2,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-41_khoan-3_p30039#SUBJECT#3,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-b_p30408#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-b_p30408#SUBJECT#2,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-b_p30408#ACTION#1,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-b_p30408#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-c_p30516#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-c_p30516#SUBJECT#2,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-c_p30516#SUBJECT#3,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-c_p30516#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-d_p30633#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-d_p30633#SUBJECT#2,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-d_p30633#ACTION#1,LocalMention,Thế chấp quyền sử dụng đất,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp quyền sử dụng đất' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-4_dieu-41_khoan-4_p30850#SUBJECT#1,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-41_khoan-5_p31108#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-41_khoan-5_p31108#SUBJECT#2,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-41_khoan-5_p31108#SUBJECT#3,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-42_khoan-1_p31581#SUBJECT#1,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-42_khoan-1_p31581#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-42_khoan-1_p31581#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-42_khoan-2_diem-a_p32028#SUBJECT#1,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-42_khoan-2_diem-a_p32028#OBJECT#1,LocalMention,quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-42_khoan-2_diem-a_p32028#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-42_khoan-2_diem-b_p32355#SUBJECT#1,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-42_khoan-2_diem-b_p32355#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-42_khoan-2_diem-b_p32355#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-42_khoan-2_diem-c_p32703#SUBJECT#1,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-42_khoan-2_diem-c_p32703#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-42_khoan-2_diem-c_p32703#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-42_khoan-3_p33000#SUBJECT#1,LocalMention,Doanh nghiệp nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Doanh nghiệp nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-42_khoan-3_p33000#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-42_khoan-3_p33000#OBJECT#2,LocalMention,Giá trị quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Giá trị quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-42_khoan-3_p33000#SUBJECT#3,LocalMention,Doanh nghiệp liên doanh,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Doanh nghiệp liên doanh' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-4_dieu-43_khoan-1_p33702#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-43_khoan-1_p33702#ACTION#1,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-4_dieu-43_khoan-1_p33702#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-43_khoan-2_diem-a_p34109#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-43_khoan-2_diem-a_p34109#SUBJECT#2,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-4_dieu-43_khoan-2_diem-b_p34304#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-43_khoan-2_diem-b_p34304#SUBJECT#2,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
