ID,Type,M6_Raw,SemanticType,Status,Category,AuditNote,RuleID
doc_chuong-iii_muc-1_dieu-26_khoan-8_p893#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-1_dieu-26_khoan-8_p893#OBJECT#1,LocalMention,Hành vi vi phạm quyền sử dụng đất hợp pháp,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Hành vi vi phạm quyền sử dụng đất hợp pháp' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-27_khoan-1_p1179#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-1_dieu-27_khoan-1_p1179#ACTION#2,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-1_dieu-27_khoan-1_p1179#ACTION#7,LocalMention,Thế chấp,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-1_dieu-27_khoan-1_p1179#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-27_khoan-2_diem-a_p1496#SUBJECT#1,LocalMention,Nhóm người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Nhóm người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-1_dieu-27_khoan-2_diem-a_p1496#SUBJECT#3,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-27_khoan-2_diem-b_p1814#SUBJECT#1,LocalMention,Nhóm người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Nhóm người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-1_dieu-27_khoan-2_diem-b_p1814#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-27_khoan-2_diem-b_p1814#ACTION#1,LocalMention,Đăng ký biến động,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A05] Auto-corrected: 'Đăng ký biến động' → subtype=LandRegistrationAction, concept=LO2024.ACTION.LAND_REGISTRATION",RULE_MAP_A05
doc_chuong-iii_muc-1_dieu-27_khoan-2_diem-b_p1814#ACTION#3,LocalMention,Cấp Giấy chứng nhận quyền sử dụng đất,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A04] Auto-corrected: 'Cấp Giấy chứng nhận quyền sử dụng đất' → subtype=CertIssuanceAction, concept=LO2024.ACTION.CERT_ISSUANCE",RULE_MAP_A04
doc_chuong-iii_muc-1_dieu-27_khoan-3_p2476#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-1_dieu-27_khoan-3_p2476#ACTION#1,LocalMention,Công chứng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A03] Auto-corrected: 'Công chứng' → subtype=CertificationAction, concept=LO2024.ACTION.CERTIFICATION",RULE_MAP_A03
doc_chuong-iii_muc-1_dieu-27_khoan-3_diem-a_p2588#ACTION#2,LocalMention,Thế chấp,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-1_dieu-27_khoan-3_diem-a_p2588#OBJECT#2,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-27_khoan-3_diem-a_p2588#ACTION#4,LocalMention,Công chứng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A03] Auto-corrected: 'Công chứng' → subtype=CertificationAction, concept=LO2024.ACTION.CERTIFICATION",RULE_MAP_A03
doc_chuong-iii_muc-1_dieu-27_khoan-3_diem-a_p2588#ACTION#5,LocalMention,Chứng thực,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A03] Auto-corrected: 'Chứng thực' → subtype=CertificationAction, concept=LO2024.ACTION.CERTIFICATION",RULE_MAP_A03
doc_chuong-iii_muc-1_dieu-27_khoan-3_diem-b_p2794#OBJECT#2,LocalMention,Cho thuê lại quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Cho thuê lại quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-27_khoan-3_diem-b_p2794#OBJECT#3,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-27_khoan-3_diem-b_p2794#OBJECT#5,LocalMention,Hợp đồng chuyển đổi quyền sử dụng đất nông nghiệp,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Hợp đồng chuyển đổi quyền sử dụng đất nông nghiệp' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-27_khoan-3_diem-b_p2794#OBJECT#7,LocalMention,Góp vốn bằng quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Góp vốn bằng quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-27_khoan-3_diem-c_p3217#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-1_dieu-27_khoan-3_diem-c_p3217#ACTION#1,LocalMention,Công chứng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A03] Auto-corrected: 'Công chứng' → subtype=CertificationAction, concept=LO2024.ACTION.CERTIFICATION",RULE_MAP_A03
doc_chuong-iii_muc-1_dieu-27_khoan-3_diem-c_p3217#ACTION#2,LocalMention,Chứng thực,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A03] Auto-corrected: 'Chứng thực' → subtype=CertificationAction, concept=LO2024.ACTION.CERTIFICATION",RULE_MAP_A03
doc_chuong-iii_muc-1_dieu-27_khoan-3_diem-c_p3217#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-a_p3549#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-b_p3646#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-b_p3646#ACTION#1,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-b_p3646#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-c_p3714#SUBJECT#1,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-c_p3714#SUBJECT#2,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-c_p3714#ACTION#1,LocalMention,Nhận chuyển nhượng quyền sử dụng đất,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Nhận chuyển nhượng quyền sử dụng đất' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-d_p3930#SUBJECT#1,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-d_p3930#ACTION#1,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-d_p3930#OBJECT#2,LocalMention,Giá trị quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Giá trị quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-d_p4064#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-d_p4064#SUBJECT#2,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-d_p4064#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-e_p4162#SUBJECT#1,LocalMention,Tổ chức trong nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức trong nước' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-e_p4162#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-g_p4273#SUBJECT#1,LocalMention,Tổ chức trong nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức trong nước' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-g_p4273#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-h_p4356#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-h_p4356#OBJECT#1,LocalMention,Nhà ở gắn liền với quyền sử dụng đất ở,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Nhà ở gắn liền với quyền sử dụng đất ở' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-h_p4356#OBJECT#2,LocalMention,Quyền sử dụng đất ở,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất ở' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-i_p4791#SUBJECT#1,LocalMention,Tổ chức trong nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức trong nước' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-i_p4791#SUBJECT#6,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-i_p4791#SUBJECT#7,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-i_p4791#SUBJECT#8,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-k_p5095#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-k_p5095#SUBJECT#6,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-k_p5095#SUBJECT#7,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-k_p5095#SUBJECT#9,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-l_p5350#SUBJECT#1,LocalMention,Tổ chức trong nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức trong nước' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-l_p5350#SUBJECT#6,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-l_p5350#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-m_p5524#SUBJECT#1,LocalMention,Tổ chức trong nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức trong nước' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-m_p5524#SUBJECT#3,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-m_p5524#SUBJECT#4,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-m_p5524#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-m_p5524#OBJECT#8,LocalMention,Văn bản công nhận kết quả đấu giá quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Văn bản công nhận kết quả đấu giá quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-m_p5524#OBJECT#9,LocalMention,"Văn bản về việc chia, tách quyền sử dụng đất",LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Văn bản về việc chia, tách quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-n_p6316#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-o_p6776#SUBJECT#1,LocalMention,Tổ chức trong nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức trong nước' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-o_p6776#OBJECT#1,LocalMention,quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-28_khoan-1_diem-o_p6776#SUBJECT#3,LocalMention,tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-28_khoan-2_p7178#SUBJECT#1,LocalMention,Tổ chức trong nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức trong nước' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-28_khoan-2_p7178#ACTION#1,LocalMention,chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-1_dieu-28_khoan-2_p7178#OBJECT#1,LocalMention,quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-30_khoan-1_p8171#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-30_khoan-1_p8171#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-1_dieu-30_khoan-2_p8782#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-1_dieu-30_khoan-2_p8782#SUBJECT#3,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-1_dieu-30_khoan-2_p8782#SUBJECT#4,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-1_dieu-30_khoan-2_p8782#SUBJECT#5,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-1_dieu-30_khoan-3_p9133#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-1_dieu-31_khoan-1_p9477#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-1_dieu-31_khoan-2_p9703#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
